title,source,publishedAt,url,description,text,category,region
IIT Guwahati and ISRO uncover mysterious X-ray flickers from distant black hole,India Today,2025-08-18T10:20:03Z,https://www.indiatoday.in/education-today/news/story/iit-guwahati-and-isro-decode-rapid-x-ray-flickering-from-black-hole-grs-1915105-2772783-2025-08-18,"A multi-institutional team including IIT Guwahati, ISRO, and Haifa University has uncovered rapid X-ray flickering signals from the black hole GRS 1915+105 using AstroSat data. The study shows that these signals arise from changes in the black hole’s corona during bright phases.","IIT Guwahati and ISRO uncover mysterious X-ray flickers from distant black hole. A multi-institutional team including IIT Guwahati, ISRO, and Haifa University has uncovered rapid X-ray flickering signals from the black hole GRS 1915+105 using AstroSat data. The study shows that these signals arise from changes in the black hole’s corona during bright phases.","Sports, Technology, Entertainment, Education, World, Science, Health",Unknown
DSWD issues memo to stop misuse of cash aid for gambling,Manila Bulletin,2025-08-18T10:18:08Z,https://mb.com.ph/2025/08/18/dswd-issues-memo-to-stop-misuse-of-cash-aid-for-gambling,The Department of Social Welfare and Development (DSWD) has issued a department-wide memorandum aimed at preventing the misuse of financial assistance for...,DSWD issues memo to stop misuse of cash aid for gambling. The Department of Social Welfare and Development (DSWD) has issued a department-wide memorandum aimed at preventing the misuse of financial assistance for...,"Technology, Entertainment, World, Economy, Crime",Unknown
Extravehicular spacesuit of China's space station supports 20 EVAs,Xinhua,2025-08-18T11:07:16Z,https://english.news.cn/20250818/55c7d9557ffd41179fb64d159e748261/c.html,Extravehicular spacesuit of China's space station supports 20 EVAs -,Extravehicular spacesuit of China's space station supports 20 EVAs. Extravehicular spacesuit of China's space station supports 20 EVAs -,"Science, World, Technology",Unknown
ADHD Medications Linked to Lower Self-Harm and Crime Risk,Technology Networks,2025-08-18T11:06:04Z,https://www.technologynetworks.com/tn/news/adhd-medications-cut-risk-of-self-harm-by-17-and-crime-by-13-403612,"Swedish study finds ADHD medication reduces risks of self-harm, substance misuse, accidents and crime, suggesting benefits beyond symptom control.","ADHD Medications Linked to Lower Self-Harm and Crime Risk. Swedish study finds ADHD medication reduces risks of self-harm, substance misuse, accidents and crime, suggesting benefits beyond symptom control.","Education, World, Science, Crime, Health",Unknown
"Is WebAssembly the Secure, Efficient Alternative Everybody was Waiting For?",infoq.com,2025-08-18T11:00:30Z,https://www.infoq.com/podcasts/webassembly-secure-efficient-alternative/,Laurent Doguin and Geoffroy Couprie discuss their pioneering work with Wasm on the infrastructure side. They walk us through the benefits and challenges of building a platform over WebAssembly.,"Is WebAssembly the Secure, Efficient Alternative Everybody was Waiting For?. Laurent Doguin and Geoffroy Couprie discuss their pioneering work with Wasm on the infrastructure side. They walk us through the benefits and challenges of building a platform over WebAssembly.",Technology,Unknown
Gut health tips to keep polyps at bay!,expatliving.sg,2025-08-18T10:54:27Z,https://expatliving.sg/colorectal-cancer-screening-polyps-gut-health/,"An oncologist from OncoCare Cancer Centre discusses colorectal cancer screening, plus the best foods for gut health & keeping polyps at bay.","Gut health tips to keep polyps at bay!. An oncologist from OncoCare Cancer Centre discusses colorectal cancer screening, plus the best foods for gut health & keeping polyps at bay.",Health,Unknown
How SpinLaunch is Redefining the U.S. Satellite Launch Future?,Jagran Josh,2025-08-18T10:41:00Z,https://www.jagranjosh.com/us/trending/spinlaunch-satellite-cost-features-and-how-it-works-1860000860,"Discover how SpinLaunch is transforming U.S. satellite launches using a giant centrifugal cannon. Learn about its cost-saving, eco-friendly tech and what it means for the future of space.","How SpinLaunch is Redefining the U.S. Satellite Launch Future?. Discover how SpinLaunch is transforming U.S. satellite launches using a giant centrifugal cannon. Learn about its cost-saving, eco-friendly tech and what it means for the future of space.","Science, World, Technology",Unknown
Marcos ‘planning’ to attend UNGA in September - envoy,GMA Network,2025-08-18T10:29:05Z,https://www.gmanetwork.com/news/topstories/nation/956250/marcos-planning-to-attend-unga-in-september-envoy/story/,"President Ferdinand “Bongbong” Marcos Jr. is eyeing to attend the United Nations General Assembly in September, an envoy said Monday.","Marcos ‘planning’ to attend UNGA in September - envoy. President Ferdinand “Bongbong” Marcos Jr. is eyeing to attend the United Nations General Assembly in September, an envoy said Monday.","World, Technology, Politics",Unknown
Larry Bass: ‘We’re building Hollywood in Ireland’,The Irish Times,2025-08-18T10:22:54Z,https://www.irishtimes.com/business/2025/08/18/larry-bass-were-building-hollywood-in-ireland/,Shinawil founder on his journey from pirate radio to producing Dancing with the Stars,Larry Bass: ‘We’re building Hollywood in Ireland’. Shinawil founder on his journey from pirate radio to producing Dancing with the Stars,Entertainment,Unknown
First Thing: Trump pressures Zelenskyy before European leaders arrive in Washington,The Guardian,2025-08-18T10:21:00Z,https://www.theguardian.com/us-news/2025/aug/18/first-thing-trump-pressures-zelenskyy-before-european-leaders-arrive-in-washington,"US president claims Zelenskyy could end the war ‘almost immediately’, as he ruled out Ukraine becoming Nato member or regaining Crimea. Plus, Minnesota angler helps solve 60-year-old cold case","First Thing: Trump pressures Zelenskyy before European leaders arrive in Washington. US president claims Zelenskyy could end the war ‘almost immediately’, as he ruled out Ukraine becoming Nato member or regaining Crimea. Plus, Minnesota angler helps solve 60-year-old cold case","Crime, World, Technology, Politics",Europe
IIT Guwahati and ISRO uncover mysterious X-ray flickers from distant black hole,India Today,2025-08-18T10:20:03Z,https://www.indiatoday.in/education-today/news/story/iit-guwahati-and-isro-decode-rapid-x-ray-flickering-from-black-hole-grs-1915105-2772783-2025-08-18,"A multi-institutional team including IIT Guwahati, ISRO, and Haifa University has uncovered rapid X-ray flickering signals from the black hole GRS 1915+105 using AstroSat data. The study shows that these signals arise from changes in the black hole’s corona during bright phases.","IIT Guwahati and ISRO uncover mysterious X-ray flickers from distant black hole. A multi-institutional team including IIT Guwahati, ISRO, and Haifa University has uncovered rapid X-ray flickering signals from the black hole GRS 1915+105 using AstroSat data. The study shows that these signals arise from changes in the black hole’s corona during bright phases.","Sports, Technology, Entertainment, Education, World, Science, Health",Unknown
DSWD issues memo to stop misuse of cash aid for gambling,Manila Bulletin,2025-08-18T10:18:08Z,https://mb.com.ph/2025/08/18/dswd-issues-memo-to-stop-misuse-of-cash-aid-for-gambling,The Department of Social Welfare and Development (DSWD) has issued a department-wide memorandum aimed at preventing the misuse of financial assistance for...,DSWD issues memo to stop misuse of cash aid for gambling. The Department of Social Welfare and Development (DSWD) has issued a department-wide memorandum aimed at preventing the misuse of financial assistance for...,"Technology, Entertainment, World, Economy, Crime",Unknown
Extravehicular spacesuit of China's space station supports 20 EVAs,Xinhua,2025-08-18T11:07:16Z,https://english.news.cn/20250818/55c7d9557ffd41179fb64d159e748261/c.html,Extravehicular spacesuit of China's space station supports 20 EVAs -,Extravehicular spacesuit of China's space station supports 20 EVAs. Extravehicular spacesuit of China's space station supports 20 EVAs -,"Science, World, Technology",Unknown
ADHD Medications Linked to Lower Self-Harm and Crime Risk,Technology Networks,2025-08-18T11:06:04Z,https://www.technologynetworks.com/tn/news/adhd-medications-cut-risk-of-self-harm-by-17-and-crime-by-13-403612,"Swedish study finds ADHD medication reduces risks of self-harm, substance misuse, accidents and crime, suggesting benefits beyond symptom control.","ADHD Medications Linked to Lower Self-Harm and Crime Risk. Swedish study finds ADHD medication reduces risks of self-harm, substance misuse, accidents and crime, suggesting benefits beyond symptom control.","Education, World, Science, Crime, Health",Unknown
"Is WebAssembly the Secure, Efficient Alternative Everybody was Waiting For?",infoq.com,2025-08-18T11:00:30Z,https://www.infoq.com/podcasts/webassembly-secure-efficient-alternative/,Laurent Doguin and Geoffroy Couprie discuss their pioneering work with Wasm on the infrastructure side. They walk us through the benefits and challenges of building a platform over WebAssembly.,"Is WebAssembly the Secure, Efficient Alternative Everybody was Waiting For?. Laurent Doguin and Geoffroy Couprie discuss their pioneering work with Wasm on the infrastructure side. They walk us through the benefits and challenges of building a platform over WebAssembly.",Technology,Unknown
Gut health tips to keep polyps at bay!,expatliving.sg,2025-08-18T10:54:27Z,https://expatliving.sg/colorectal-cancer-screening-polyps-gut-health/,"An oncologist from OncoCare Cancer Centre discusses colorectal cancer screening, plus the best foods for gut health & keeping polyps at bay.","Gut health tips to keep polyps at bay!. An oncologist from OncoCare Cancer Centre discusses colorectal cancer screening, plus the best foods for gut health & keeping polyps at bay.",Health,Unknown
How SpinLaunch is Redefining the U.S. Satellite Launch Future?,Jagran Josh,2025-08-18T10:41:00Z,https://www.jagranjosh.com/us/trending/spinlaunch-satellite-cost-features-and-how-it-works-1860000860,"Discover how SpinLaunch is transforming U.S. satellite launches using a giant centrifugal cannon. Learn about its cost-saving, eco-friendly tech and what it means for the future of space.","How SpinLaunch is Redefining the U.S. Satellite Launch Future?. Discover how SpinLaunch is transforming U.S. satellite launches using a giant centrifugal cannon. Learn about its cost-saving, eco-friendly tech and what it means for the future of space.","Science, World, Technology",Unknown
Marcos ‘planning’ to attend UNGA in September - envoy,GMA Network,2025-08-18T10:29:05Z,https://www.gmanetwork.com/news/topstories/nation/956250/marcos-planning-to-attend-unga-in-september-envoy/story/,"President Ferdinand “Bongbong” Marcos Jr. is eyeing to attend the United Nations General Assembly in September, an envoy said Monday.","Marcos ‘planning’ to attend UNGA in September - envoy. President Ferdinand “Bongbong” Marcos Jr. is eyeing to attend the United Nations General Assembly in September, an envoy said Monday.","World, Technology, Politics",Unknown
Larry Bass: ‘We’re building Hollywood in Ireland’,The Irish Times,2025-08-18T10:22:54Z,https://www.irishtimes.com/business/2025/08/18/larry-bass-were-building-hollywood-in-ireland/,Shinawil founder on his journey from pirate radio to producing Dancing with the Stars,Larry Bass: ‘We’re building Hollywood in Ireland’. Shinawil founder on his journey from pirate radio to producing Dancing with the Stars,Entertainment,Unknown
First Thing: Trump pressures Zelenskyy before European leaders arrive in Washington,The Guardian,2025-08-18T10:21:00Z,https://www.theguardian.com/us-news/2025/aug/18/first-thing-trump-pressures-zelenskyy-before-european-leaders-arrive-in-washington,"US president claims Zelenskyy could end the war ‘almost immediately’, as he ruled out Ukraine becoming Nato member or regaining Crimea. Plus, Minnesota angler helps solve 60-year-old cold case","First Thing: Trump pressures Zelenskyy before European leaders arrive in Washington. US president claims Zelenskyy could end the war ‘almost immediately’, as he ruled out Ukraine becoming Nato member or regaining Crimea. Plus, Minnesota angler helps solve 60-year-old cold case","Crime, World, Technology, Politics",Europe
IIT Guwahati and ISRO uncover mysterious X-ray flickers from distant black hole,India Today,2025-08-18T10:20:03Z,https://www.indiatoday.in/education-today/news/story/iit-guwahati-and-isro-decode-rapid-x-ray-flickering-from-black-hole-grs-1915105-2772783-2025-08-18,"A multi-institutional team including IIT Guwahati, ISRO, and Haifa University has uncovered rapid X-ray flickering signals from the black hole GRS 1915+105 using AstroSat data. The study shows that these signals arise from changes in the black hole’s corona during bright phases.","IIT Guwahati and ISRO uncover mysterious X-ray flickers from distant black hole. A multi-institutional team including IIT Guwahati, ISRO, and Haifa University has uncovered rapid X-ray flickering signals from the black hole GRS 1915+105 using AstroSat data. The study shows that these signals arise from changes in the black hole’s corona during bright phases.","Sports, Technology, Entertainment, Education, World, Science, Health",Unknown
DSWD issues memo to stop misuse of cash aid for gambling,Manila Bulletin,2025-08-18T10:18:08Z,https://mb.com.ph/2025/08/18/dswd-issues-memo-to-stop-misuse-of-cash-aid-for-gambling,The Department of Social Welfare and Development (DSWD) has issued a department-wide memorandum aimed at preventing the misuse of financial assistance for...,DSWD issues memo to stop misuse of cash aid for gambling. The Department of Social Welfare and Development (DSWD) has issued a department-wide memorandum aimed at preventing the misuse of financial assistance for...,"Technology, Entertainment, World, Economy, Crime",Unknown
Extravehicular spacesuit of China's space station supports 20 EVAs,Xinhua,2025-08-18T11:07:16Z,https://english.news.cn/20250818/55c7d9557ffd41179fb64d159e748261/c.html,Extravehicular spacesuit of China's space station supports 20 EVAs -,Extravehicular spacesuit of China's space station supports 20 EVAs. Extravehicular spacesuit of China's space station supports 20 EVAs -,"Science, World, Technology",Unknown
ADHD Medications Linked to Lower Self-Harm and Crime Risk,Technology Networks,2025-08-18T11:06:04Z,https://www.technologynetworks.com/tn/news/adhd-medications-cut-risk-of-self-harm-by-17-and-crime-by-13-403612,"Swedish study finds ADHD medication reduces risks of self-harm, substance misuse, accidents and crime, suggesting benefits beyond symptom control.","ADHD Medications Linked to Lower Self-Harm and Crime Risk. Swedish study finds ADHD medication reduces risks of self-harm, substance misuse, accidents and crime, suggesting benefits beyond symptom control.","Education, World, Science, Crime, Health",Unknown
"Is WebAssembly the Secure, Efficient Alternative Everybody was Waiting For?",infoq.com,2025-08-18T11:00:30Z,https://www.infoq.com/podcasts/webassembly-secure-efficient-alternative/,Laurent Doguin and Geoffroy Couprie discuss their pioneering work with Wasm on the infrastructure side. They walk us through the benefits and challenges of building a platform over WebAssembly.,"Is WebAssembly the Secure, Efficient Alternative Everybody was Waiting For?. Laurent Doguin and Geoffroy Couprie discuss their pioneering work with Wasm on the infrastructure side. They walk us through the benefits and challenges of building a platform over WebAssembly.",Technology,Unknown
Gut health tips to keep polyps at bay!,expatliving.sg,2025-08-18T10:54:27Z,https://expatliving.sg/colorectal-cancer-screening-polyps-gut-health/,"An oncologist from OncoCare Cancer Centre discusses colorectal cancer screening, plus the best foods for gut health & keeping polyps at bay.","Gut health tips to keep polyps at bay!. An oncologist from OncoCare Cancer Centre discusses colorectal cancer screening, plus the best foods for gut health & keeping polyps at bay.",Health,Unknown
How SpinLaunch is Redefining the U.S. Satellite Launch Future?,Jagran Josh,2025-08-18T10:41:00Z,https://www.jagranjosh.com/us/trending/spinlaunch-satellite-cost-features-and-how-it-works-1860000860,"Discover how SpinLaunch is transforming U.S. satellite launches using a giant centrifugal cannon. Learn about its cost-saving, eco-friendly tech and what it means for the future of space.","How SpinLaunch is Redefining the U.S. Satellite Launch Future?. Discover how SpinLaunch is transforming U.S. satellite launches using a giant centrifugal cannon. Learn about its cost-saving, eco-friendly tech and what it means for the future of space.","Science, World, Technology",Unknown
Marcos ‘planning’ to attend UNGA in September - envoy,GMA Network,2025-08-18T10:29:05Z,https://www.gmanetwork.com/news/topstories/nation/956250/marcos-planning-to-attend-unga-in-september-envoy/story/,"President Ferdinand “Bongbong” Marcos Jr. is eyeing to attend the United Nations General Assembly in September, an envoy said Monday.","Marcos ‘planning’ to attend UNGA in September - envoy. President Ferdinand “Bongbong” Marcos Jr. is eyeing to attend the United Nations General Assembly in September, an envoy said Monday.","World, Technology, Politics",Unknown
Larry Bass: ‘We’re building Hollywood in Ireland’,The Irish Times,2025-08-18T10:22:54Z,https://www.irishtimes.com/business/2025/08/18/larry-bass-were-building-hollywood-in-ireland/,Shinawil founder on his journey from pirate radio to producing Dancing with the Stars,Larry Bass: ‘We’re building Hollywood in Ireland’. Shinawil founder on his journey from pirate radio to producing Dancing with the Stars,Entertainment,Unknown
First Thing: Trump pressures Zelenskyy before European leaders arrive in Washington,The Guardian,2025-08-18T10:21:00Z,https://www.theguardian.com/us-news/2025/aug/18/first-thing-trump-pressures-zelenskyy-before-european-leaders-arrive-in-washington,"US president claims Zelenskyy could end the war ‘almost immediately’, as he ruled out Ukraine becoming Nato member or regaining Crimea. Plus, Minnesota angler helps solve 60-year-old cold case","First Thing: Trump pressures Zelenskyy before European leaders arrive in Washington. US president claims Zelenskyy could end the war ‘almost immediately’, as he ruled out Ukraine becoming Nato member or regaining Crimea. Plus, Minnesota angler helps solve 60-year-old cold case","Crime, World, Technology, Politics",Europe
IIT Guwahati and ISRO uncover mysterious X-ray flickers from distant black hole,India Today,2025-08-18T10:20:03Z,https://www.indiatoday.in/education-today/news/story/iit-guwahati-and-isro-decode-rapid-x-ray-flickering-from-black-hole-grs-1915105-2772783-2025-08-18,"A multi-institutional team including IIT Guwahati, ISRO, and Haifa University has uncovered rapid X-ray flickering signals from the black hole GRS 1915+105 using AstroSat data. The study shows that these signals arise from changes in the black hole’s corona during bright phases.","IIT Guwahati and ISRO uncover mysterious X-ray flickers from distant black hole. A multi-institutional team including IIT Guwahati, ISRO, and Haifa University has uncovered rapid X-ray flickering signals from the black hole GRS 1915+105 using AstroSat data. The study shows that these signals arise from changes in the black hole’s corona during bright phases.","Sports, Technology, Entertainment, Education, World, Science, Health",Unknown
DSWD issues memo to stop misuse of cash aid for gambling,Manila Bulletin,2025-08-18T10:18:08Z,https://mb.com.ph/2025/08/18/dswd-issues-memo-to-stop-misuse-of-cash-aid-for-gambling,The Department of Social Welfare and Development (DSWD) has issued a department-wide memorandum aimed at preventing the misuse of financial assistance for...,DSWD issues memo to stop misuse of cash aid for gambling. The Department of Social Welfare and Development (DSWD) has issued a department-wide memorandum aimed at preventing the misuse of financial assistance for...,"Technology, Entertainment, World, Economy, Crime",Unknown
Extravehicular spacesuit of China's space station supports 20 EVAs,Xinhua,2025-08-18T11:07:16Z,https://english.news.cn/20250818/55c7d9557ffd41179fb64d159e748261/c.html,Extravehicular spacesuit of China's space station supports 20 EVAs -,Extravehicular spacesuit of China's space station supports 20 EVAs. Extravehicular spacesuit of China's space station supports 20 EVAs -,"Science, World, Technology",Unknown
ADHD Medications Linked to Lower Self-Harm and Crime Risk,Technology Networks,2025-08-18T11:06:04Z,https://www.technologynetworks.com/tn/news/adhd-medications-cut-risk-of-self-harm-by-17-and-crime-by-13-403612,"Swedish study finds ADHD medication reduces risks of self-harm, substance misuse, accidents and crime, suggesting benefits beyond symptom control.","ADHD Medications Linked to Lower Self-Harm and Crime Risk. Swedish study finds ADHD medication reduces risks of self-harm, substance misuse, accidents and crime, suggesting benefits beyond symptom control.","Education, World, Science, Crime, Health",Unknown
"Is WebAssembly the Secure, Efficient Alternative Everybody was Waiting For?",infoq.com,2025-08-18T11:00:30Z,https://www.infoq.com/podcasts/webassembly-secure-efficient-alternative/,Laurent Doguin and Geoffroy Couprie discuss their pioneering work with Wasm on the infrastructure side. They walk us through the benefits and challenges of building a platform over WebAssembly.,"Is WebAssembly the Secure, Efficient Alternative Everybody was Waiting For?. Laurent Doguin and Geoffroy Couprie discuss their pioneering work with Wasm on the infrastructure side. They walk us through the benefits and challenges of building a platform over WebAssembly.",Technology,Unknown
Gut health tips to keep polyps at bay!,expatliving.sg,2025-08-18T10:54:27Z,https://expatliving.sg/colorectal-cancer-screening-polyps-gut-health/,"An oncologist from OncoCare Cancer Centre discusses colorectal cancer screening, plus the best foods for gut health & keeping polyps at bay.","Gut health tips to keep polyps at bay!. An oncologist from OncoCare Cancer Centre discusses colorectal cancer screening, plus the best foods for gut health & keeping polyps at bay.",Health,Unknown
How SpinLaunch is Redefining the U.S. Satellite Launch Future?,Jagran Josh,2025-08-18T10:41:00Z,https://www.jagranjosh.com/us/trending/spinlaunch-satellite-cost-features-and-how-it-works-1860000860,"Discover how SpinLaunch is transforming U.S. satellite launches using a giant centrifugal cannon. Learn about its cost-saving, eco-friendly tech and what it means for the future of space.","How SpinLaunch is Redefining the U.S. Satellite Launch Future?. Discover how SpinLaunch is transforming U.S. satellite launches using a giant centrifugal cannon. Learn about its cost-saving, eco-friendly tech and what it means for the future of space.","Science, World, Technology",Unknown
Marcos ‘planning’ to attend UNGA in September - envoy,GMA Network,2025-08-18T10:29:05Z,https://www.gmanetwork.com/news/topstories/nation/956250/marcos-planning-to-attend-unga-in-september-envoy/story/,"President Ferdinand “Bongbong” Marcos Jr. is eyeing to attend the United Nations General Assembly in September, an envoy said Monday.","Marcos ‘planning’ to attend UNGA in September - envoy. President Ferdinand “Bongbong” Marcos Jr. is eyeing to attend the United Nations General Assembly in September, an envoy said Monday.","World, Technology, Politics",Unknown
Larry Bass: ‘We’re building Hollywood in Ireland’,The Irish Times,2025-08-18T10:22:54Z,https://www.irishtimes.com/business/2025/08/18/larry-bass-were-building-hollywood-in-ireland/,Shinawil founder on his journey from pirate radio to producing Dancing with the Stars,Larry Bass: ‘We’re building Hollywood in Ireland’. Shinawil founder on his journey from pirate radio to producing Dancing with the Stars,Entertainment,Unknown
First Thing: Trump pressures Zelenskyy before European leaders arrive in Washington,The Guardian,2025-08-18T10:21:00Z,https://www.theguardian.com/us-news/2025/aug/18/first-thing-trump-pressures-zelenskyy-before-european-leaders-arrive-in-washington,"US president claims Zelenskyy could end the war ‘almost immediately’, as he ruled out Ukraine becoming Nato member or regaining Crimea. Plus, Minnesota angler helps solve 60-year-old cold case","First Thing: Trump pressures Zelenskyy before European leaders arrive in Washington. US president claims Zelenskyy could end the war ‘almost immediately’, as he ruled out Ukraine becoming Nato member or regaining Crimea. Plus, Minnesota angler helps solve 60-year-old cold case","Crime, World, Technology, Politics",Europe
IIT Guwahati and ISRO uncover mysterious X-ray flickers from distant black hole,India Today,2025-08-18T10:20:03Z,https://www.indiatoday.in/education-today/news/story/iit-guwahati-and-isro-decode-rapid-x-ray-flickering-from-black-hole-grs-1915105-2772783-2025-08-18,"A multi-institutional team including IIT Guwahati, ISRO, and Haifa University has uncovered rapid X-ray flickering signals from the black hole GRS 1915+105 using AstroSat data. The study shows that these signals arise from changes in the black hole’s corona during bright phases.","IIT Guwahati and ISRO uncover mysterious X-ray flickers from distant black hole. A multi-institutional team including IIT Guwahati, ISRO, and Haifa University has uncovered rapid X-ray flickering signals from the black hole GRS 1915+105 using AstroSat data. The study shows that these signals arise from changes in the black hole’s corona during bright phases.","Sports, Technology, Entertainment, Education, World, Science, Health",Unknown
DSWD issues memo to stop misuse of cash aid for gambling,Manila Bulletin,2025-08-18T10:18:08Z,https://mb.com.ph/2025/08/18/dswd-issues-memo-to-stop-misuse-of-cash-aid-for-gambling,The Department of Social Welfare and Development (DSWD) has issued a department-wide memorandum aimed at preventing the misuse of financial assistance for...,DSWD issues memo to stop misuse of cash aid for gambling. The Department of Social Welfare and Development (DSWD) has issued a department-wide memorandum aimed at preventing the misuse of financial assistance for...,"Technology, Entertainment, World, Economy, Crime",Unknown
Extravehicular spacesuit of China's space station supports 20 EVAs,Xinhua,2025-08-18T11:07:16Z,https://english.news.cn/20250818/55c7d9557ffd41179fb64d159e748261/c.html,Extravehicular spacesuit of China's space station supports 20 EVAs -,Extravehicular spacesuit of China's space station supports 20 EVAs. Extravehicular spacesuit of China's space station supports 20 EVAs -,"Science, World, Technology",Unknown
ADHD Medications Linked to Lower Self-Harm and Crime Risk,Technology Networks,2025-08-18T11:06:04Z,https://www.technologynetworks.com/tn/news/adhd-medications-cut-risk-of-self-harm-by-17-and-crime-by-13-403612,"Swedish study finds ADHD medication reduces risks of self-harm, substance misuse, accidents and crime, suggesting benefits beyond symptom control.","ADHD Medications Linked to Lower Self-Harm and Crime Risk. Swedish study finds ADHD medication reduces risks of self-harm, substance misuse, accidents and crime, suggesting benefits beyond symptom control.","Education, World, Science, Crime, Health",Unknown
"Is WebAssembly the Secure, Efficient Alternative Everybody was Waiting For?",infoq.com,2025-08-18T11:00:30Z,https://www.infoq.com/podcasts/webassembly-secure-efficient-alternative/,Laurent Doguin and Geoffroy Couprie discuss their pioneering work with Wasm on the infrastructure side. They walk us through the benefits and challenges of building a platform over WebAssembly.,"Is WebAssembly the Secure, Efficient Alternative Everybody was Waiting For?. Laurent Doguin and Geoffroy Couprie discuss their pioneering work with Wasm on the infrastructure side. They walk us through the benefits and challenges of building a platform over WebAssembly.",Technology,Unknown
Gut health tips to keep polyps at bay!,expatliving.sg,2025-08-18T10:54:27Z,https://expatliving.sg/colorectal-cancer-screening-polyps-gut-health/,"An oncologist from OncoCare Cancer Centre discusses colorectal cancer screening, plus the best foods for gut health & keeping polyps at bay.","Gut health tips to keep polyps at bay!. An oncologist from OncoCare Cancer Centre discusses colorectal cancer screening, plus the best foods for gut health & keeping polyps at bay.",Health,Unknown
How SpinLaunch is Redefining the U.S. Satellite Launch Future?,Jagran Josh,2025-08-18T10:41:00Z,https://www.jagranjosh.com/us/trending/spinlaunch-satellite-cost-features-and-how-it-works-1860000860,"Discover how SpinLaunch is transforming U.S. satellite launches using a giant centrifugal cannon. Learn about its cost-saving, eco-friendly tech and what it means for the future of space.","How SpinLaunch is Redefining the U.S. Satellite Launch Future?. Discover how SpinLaunch is transforming U.S. satellite launches using a giant centrifugal cannon. Learn about its cost-saving, eco-friendly tech and what it means for the future of space.","Science, World, Technology",Unknown
Marcos ‘planning’ to attend UNGA in September - envoy,GMA Network,2025-08-18T10:29:05Z,https://www.gmanetwork.com/news/topstories/nation/956250/marcos-planning-to-attend-unga-in-september-envoy/story/,"President Ferdinand “Bongbong” Marcos Jr. is eyeing to attend the United Nations General Assembly in September, an envoy said Monday.","Marcos ‘planning’ to attend UNGA in September - envoy. President Ferdinand “Bongbong” Marcos Jr. is eyeing to attend the United Nations General Assembly in September, an envoy said Monday.","World, Technology, Politics",Unknown
Larry Bass: ‘We’re building Hollywood in Ireland’,The Irish Times,2025-08-18T10:22:54Z,https://www.irishtimes.com/business/2025/08/18/larry-bass-were-building-hollywood-in-ireland/,Shinawil founder on his journey from pirate radio to producing Dancing with the Stars,Larry Bass: ‘We’re building Hollywood in Ireland’. Shinawil founder on his journey from pirate radio to producing Dancing with the Stars,Entertainment,Unknown
First Thing: Trump pressures Zelenskyy before European leaders arrive in Washington,The Guardian,2025-08-18T10:21:00Z,https://www.theguardian.com/us-news/2025/aug/18/first-thing-trump-pressures-zelenskyy-before-european-leaders-arrive-in-washington,"US president claims Zelenskyy could end the war ‘almost immediately’, as he ruled out Ukraine becoming Nato member or regaining Crimea. Plus, Minnesota angler helps solve 60-year-old cold case","First Thing: Trump pressures Zelenskyy before European leaders arrive in Washington. US president claims Zelenskyy could end the war ‘almost immediately’, as he ruled out Ukraine becoming Nato member or regaining Crimea. Plus, Minnesota angler helps solve 60-year-old cold case","Crime, World, Technology, Politics",Europe
IIT Guwahati and ISRO uncover mysterious X-ray flickers from distant black hole,India Today,2025-08-18T10:20:03Z,https://www.indiatoday.in/education-today/news/story/iit-guwahati-and-isro-decode-rapid-x-ray-flickering-from-black-hole-grs-1915105-2772783-2025-08-18,"A multi-institutional team including IIT Guwahati, ISRO, and Haifa University has uncovered rapid X-ray flickering signals from the black hole GRS 1915+105 using AstroSat data. The study shows that these signals arise from changes in the black hole’s corona during bright phases.","IIT Guwahati and ISRO uncover mysterious X-ray flickers from distant black hole. A multi-institutional team including IIT Guwahati, ISRO, and Haifa University has uncovered rapid X-ray flickering signals from the black hole GRS 1915+105 using AstroSat data. The study shows that these signals arise from changes in the black hole’s corona during bright phases.","Sports, Technology, Entertainment, Education, World, Science, Health",Unknown
DSWD issues memo to stop misuse of cash aid for gambling,Manila Bulletin,2025-08-18T10:18:08Z,https://mb.com.ph/2025/08/18/dswd-issues-memo-to-stop-misuse-of-cash-aid-for-gambling,The Department of Social Welfare and Development (DSWD) has issued a department-wide memorandum aimed at preventing the misuse of financial assistance for...,DSWD issues memo to stop misuse of cash aid for gambling. The Department of Social Welfare and Development (DSWD) has issued a department-wide memorandum aimed at preventing the misuse of financial assistance for...,"Technology, Entertainment, World, Economy, Crime",Unknown
Extravehicular spacesuit of China's space station supports 20 EVAs,Xinhua,2025-08-18T11:07:16Z,https://english.news.cn/20250818/55c7d9557ffd41179fb64d159e748261/c.html,Extravehicular spacesuit of China's space station supports 20 EVAs -,Extravehicular spacesuit of China's space station supports 20 EVAs. Extravehicular spacesuit of China's space station supports 20 EVAs -,"Science, World, Technology",Unknown
ADHD Medications Linked to Lower Self-Harm and Crime Risk,Technology Networks,2025-08-18T11:06:04Z,https://www.technologynetworks.com/tn/news/adhd-medications-cut-risk-of-self-harm-by-17-and-crime-by-13-403612,"Swedish study finds ADHD medication reduces risks of self-harm, substance misuse, accidents and crime, suggesting benefits beyond symptom control.","ADHD Medications Linked to Lower Self-Harm and Crime Risk. Swedish study finds ADHD medication reduces risks of self-harm, substance misuse, accidents and crime, suggesting benefits beyond symptom control.","Education, World, Science, Crime, Health",Unknown
